r_theta,G,Jh,phi,xobj
"[[0.9964237084233297, 0.04287190784707079, -0.07238646762344282], [-0.028727793809551976, 0.9820910062845881, 0.18623859701580758], [0.07907478995880904, -0.1834989717495334, 0.9798387763269948]]","[[0.9964237084233297, 0.07238646762344282, 0.04287190784707079, 0.9964237084233297, -0.07238646762344282, -0.04287190784707079], [-0.028727793809551976, -0.18623859701580758, 0.9820910062845881, -0.028727793809551976, 0.18623859701580758, -0.9820910062845881], [0.07907478995880904, -0.9798387763269948, -0.1834989717495334, 0.07907478995880904, 0.9798387763269948, 0.1834989717495334], [-0.001954452224278003, 0.005028285951828317, 0.026454880201143824, 0.001954452224278003, -0.005028285951828317, -0.026454880201143824], [0.02690456690408708, -0.0007755673143472618, 0.0021350115755601256, 0.02690456690408708, -0.0007755673143472618, 0.0021350115755601256], [0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, -2.168404344971009e-19]]","[[-0.017617065334486, -0.006466581851086271, -0.04278579049879285, -0.02791713644860896, 0.0, 0.0, 0.0, 0.0], [-0.02339370530968638, 0.055859610107721634, -0.018446820543873865, -0.010577919622799355, 0.0, 0.0, 0.0, 0.0], [0.11732506794728872, 0.011573795426236953, 0.07083457695134097, 0.0388937327601204, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.010642570021790922, -7.905813485004949e-05, 0.003156038234966376, -0.03072255923340363], [0.0, 0.0, 0.0, 0.0, -0.09885361082417674, 0.0006980152787943101, -0.01753116931071537, -0.012879667067747638], [0.0, 0.0, 0.0, 0.0, -0.019057408707071295, -0.00012559232334330382, 0.0676310658002229, 0.03597485139617718]]","[0.02306829452514636, 1.027825698852539, 0.9419230079650878, -0.022951021194458132, 0.07982574462890613, -0.32054342269897473, -0.46780551910400403, -0.3374170207977296, 0.11203919410705554, -0.30366958618164075, -0.47394145965576184, -0.09811605453491223, 1.3837092971801757, 0.0675538635253905, -0.783805503845215, 1.296272621154785]","[0.11643444028615495, 0.002536498320567619, 0.053634398103674555]"
