r_theta,G,Jh,phi,xobj
"[[0.9995592873786564, 0.027401467371295313, 0.009736988451484227], [-0.027918408693493272, 0.9979626716884744, 0.05739699101199852], [-0.00814306132543536, -0.0576448761542325, 0.9983053874206176]]","[[0.9995592873786564, -0.009736988451484227, 0.027401467371295313, 0.9995592873786564, 0.009736988451484227, -0.027401467371295313], [-0.027918408693493272, -0.05739699101199852, 0.9979626716884744, -0.027918408693493272, 0.05739699101199852, -0.9979626716884744], [-0.00814306132543536, -0.9983053874206176, -0.0576448761542325, -0.00814306132543536, 0.9983053874206176, 0.0576448761542325], [0.00026286726008558416, 0.0015497011665146923, 0.026953772282324227, -0.00026286726008558416, -0.0015497011665146923, -0.026953772282324227], [0.02698866415880431, -0.0007537406398216753, -0.00021989850928606474, 0.02698866415880431, -0.0007537406398216753, -0.00021989850928606474], [2.168404344971009e-19, -6.776263578034403e-21, 0.0, 2.168404344971009e-19, -6.776263578034403e-21, 0.0]]","[[-0.033825170414384494, 0.003106535776130599, -0.05078734909691625, -0.047026142893120584, 0.0, 0.0, 0.0, 0.0], [-0.005441544555576481, 0.04365785984009439, 0.0032264658146698064, 0.003888633135378494, 0.0, 0.0, 0.0, 0.0], [0.09901740189466729, 0.0015266135365277756, 0.049214629457468, 0.013317146427028553, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.007611135945585805, -0.0010247587495244616, 0.010925794457122589, -0.032383387213330145], [0.0, 0.0, 0.0, 0.0, -0.08429166618658063, 0.009816574550908046, 0.0016953813848689801, -0.002971519434020291], [0.0, 0.0, 0.0, 0.0, -0.005060909630351003, -0.00040358367779303237, 0.05324792604372137, 0.036693966013103346]]","[-0.08737815856933606, 1.1965635871887206, 0.4525829410552977, 0.9879420852661132, 0.07982574462890613, -0.32054342269897473, -0.4693395042419435, -0.3374170207977296, 0.11203919410705554, -0.30673755645751966, -0.4724074745178224, -0.09811605453491223, 1.4772823905944823, -0.07050456047058118, -1.1857084178924562, 1.7273210144042968]","[0.10204210751180032, 0.016333327105080224, 0.0408582070843162]"
